"term","frequency","type_","great_area","term_normalize"
"hipona",38,"BOOK_CHAPTER","0","hipona"
"hipossuficiente",38,"BOOK_CHAPTER","0","hipossuficiente"
"hipotensor",39,"BOOK_CHAPTER","0","hipotensor"
"hipotermia",37,"BOOK_CHAPTER","0","hipotermia"
"hipótese",10,"ARTICLE","0","hipotese"
"hipótese",106,"BOOK_CHAPTER","0","hipotese"
"hipóteses",106,"BOOK_CHAPTER","0","hipoteses"
"hipotireoidismo",105,"BOOK_CHAPTER","0","hipotireoidismo"
"hipovolêmiuco",35,"BOOK_CHAPTER","0","hipovolemiuco"
"hipoxicoisquemia",37,"BOOK_CHAPTER","0","hipoxicoisquemia"
"hirsuta",2,"PATENT","0","hirsuta"
"hirsuta",8,"ARTICLE","0","hirsuta"
"hirsutum",34,"BOOK_CHAPTER","0","hirsutum"
"hirszman",31,"BOOK","0","hirszman"
"hispánica",38,"BOOK","0","hispanica"
"hispânica",38,"BOOK_CHAPTER","0","hispanica"
"hispânicas",13,"ABSTRACT","0","hispanicas"
"hispânicas",38,"BOOK_CHAPTER","0","hispanicas"
"hispânicas",97,"BOOK","0","hispanicas"
"hispânico",40,"BOOK_CHAPTER","0","hispanico"
"hispânicos",8,"SPEAKER","0","hispanicos"
"hispanistas",49,"SPEAKER","0","hispanistas"
"hispano",15,"SPEAKER","0","hispano"
"hispano",38,"BOOK_CHAPTER","0","hispano"
"hispanoamericana",39,"BOOK","0","hispanoamericana"
"hist",37,"BOOK_CHAPTER","0","hist"
"histedbr",39,"BOOK_CHAPTER","0","histedbr"
"histedbr",76,"SPEAKER","0","histedbr"
"histedbr",152,"BOOK","0","histedbr"
"histerese",37,"BOOK_CHAPTER","0","histerese"
"histeria",75,"BOOK_CHAPTER","0","histeria"
"histérico",38,"BOOK_CHAPTER","0","histerico"
"histeridae",21,"BOOK_CHAPTER","0","histeridae"
"histiocitose",38,"BOOK_CHAPTER","0","histiocitose"
"histo",154,"BOOK_CHAPTER","0","histo"
"histochemical",8,"ARTICLE","0","histochemical"
"histocompatibilidade",38,"BOOK_CHAPTER","0","histocompatibilidade"
"histofisiologia reprodutiva",1,"AREA"," morfologia ; fisiologia endócrina ","0"
"histoire",76,"BOOK_CHAPTER","0","histoire"
"histoires",171,"BOOK_CHAPTER","0","histoires"
"histologia",1,"AREA"," medicina ","0"
"histologia",10,"ARTICLE","0","histologia"
"histologia",35,"ABSTRACT","0","histologia"
"histologia",116,"BOOK_CHAPTER","0","histologia"
"histológica",11,"ARTICLE","0","histologica"
"histological",33,"ARTICLE","0","histological"
"histológicos",8,"ARTICLE","0","histologicos"
"histológicos",77,"BOOK_CHAPTER","0","histologicos"
"histopathological",17,"ARTICLE","0","histopathological"
"histopatológicas",78,"BOOK_CHAPTER","0","histopatologicas"
"histoplasmose",31,"BOOK_CHAPTER","0","histoplasmose"
"histoquímica",10,"ARTICLE","0","histoquimica"
"histoquímica",230,"BOOK_CHAPTER","0","histoquimica"
"histoquímico",115,"BOOK_CHAPTER","0","histoquimico"
"históras",21,"BOOK","0","historas"
"histórcio",21,"BOOK_CHAPTER","0","historcio"
"historia",14,"ARTICLE","0","historia"
"historia",36,"ABSTRACT","0","historia"
"historia",99,"SPEAKER","0","historia"
"historia",240,"BOOK","0","historia"
"historia",521,"BOOK_CHAPTER","0","historia"
"história",600,"ARTICLE","0","historia"
"história",2248,"ABSTRACT","0","historia"
"história",3320,"SPEAKER","0","historia"
"história",11501,"BOOK","0","historia"
"história",18353,"BOOK_CHAPTER","0","historia"
"història",38,"BOOK_CHAPTER","0","historia"
"historia antiga",1,"AREA"," história ","0"
"história cultural",1,"AREA"," história ","0"
"história da arte brasileira",1,"AREA"," história ; desenho e arte e educação ","0"
"história da bahia",1,"AREA"," história ","0"
"história da educação",1,"AREA"," educação ","0"
"história da educação",1,"AREA"," educação ; educação infantil ","0"
"história da educação",1,"AREA"," educação ; formação de professores ","0"
"história da educação",1,"AREA"," história ","0"
"história da educação dos afro-descendentes e indígenas",1,"AREA"," educação ; história da educação brasileira ","0"
"história da educação física e esporte no brasil",1,"AREA"," história ; estágio supervisionado em educação física escolar ","0"
"história da educação física esporte dança e lazer",1,"AREA"," educação física ","0"
"história da educação na bahia",1,"AREA"," história ","0"
"história da filosofia antiga",1,"AREA"," filosofia ","0"
"história da filosofia moderna e comtemporânea",1,"AREA"," filosofia ","0"
"história da filosofia moderna e contemporânea",1,"AREA"," filosofia ","0"
"história da física",1,"AREA"," história ","0"
"história da língua portuguesa",1,"AREA"," letras ; fonética e fonologia da língua portuguesa ","0"
"história da matemática",1,"AREA"," história ","0"
"história da música popular",1,"AREA"," artes ","0"
"história das artes do espetáculo",1,"AREA"," artes ","0"
"história das ciências na bahia colonial",1,"AREA"," história ","0"
"historia das religioes",1,"AREA"," história ","0"
"história de roma",1,"AREA"," história ","0"
"história de salvador",1,"AREA"," história ; história da cultura ","0"
"história do brasil colônia",1,"AREA"," história ","0"
"história do brasil colônia",1,"AREA"," história ; história comparada ","0"
"história do brasil império",1,"AREA"," história ","0"
"história do brasil império",1,"AREA"," história ; história do brasil colônia ","0"
"história do brasil república",1,"AREA"," história ","0"
"história do brasil república",1,"AREA"," história ; história da bahia ","0"
"história do brasil república",1,"AREA"," história ; história do brasil império ","0"
"história do cinema",1,"AREA"," artes ","0"
"história do direito",1,"AREA"," direito ","0"
"história do direito",1,"AREA"," direito ; história do brasil império ","0"
"história do espírito santo",1,"AREA"," história ","0"
"história do pensamento econômico",1,"AREA"," economia ; economica do trabalho ","0"
"historiador",21,"BOOK","0","historiador"
"historiador",27,"SPEAKER","0","historiador"
"historiador",350,"BOOK_CHAPTER","0","historiador"
"historiadoras",37,"BOOK_CHAPTER","0","historiadoras"
"historiadores",16,"SPEAKER","0","historiadores"
"historiadores",37,"BOOK_CHAPTER","0","historiadores"
"história dos movimentos sociais do brasil",1,"AREA"," história ; cultura e história ","0"
"história do socialismo",1,"AREA"," história ; história do brasil república ","0"
"história dos povos indígenas",1,"AREA"," história ","0"
"historia do vestuário",1,"AREA"," artes ; história da arte ","0"
"história econômica",1,"AREA"," economia ; história do brasil império ","0"
"história econômica do período colonial",1,"AREA"," história ; história econômica ","0"
"história e cultura da bahia",1,"AREA"," história ; história da áfrica ","0"
"história e filosofia da ciência",1,"AREA"," educação ","0"
"história e gênero",1,"AREA"," história ; história cultural ","0"
"história e gênero",1,"AREA"," história ; historia da bahia ","0"
"história e memória",1,"AREA"," história ; história da bahia ","0"
"história institucional",1,"AREA"," saúde coletiva ; história da saúde pública ","0"
"história latino-americana",1,"AREA"," história ","0"
"história latino-americana",1,"AREA"," história ; história do brasil república ","0"
"história latino-americana",1,"AREA"," história ; história dos estados unidos ","0"
"história latino-americana",1,"AREA"," história ; história e representação ","0"
"história moderna",1,"AREA"," história ","0"
"história moderna",1,"AREA"," história ; história do brasil colônia ","0"
"história natural",1,"AREA"," zoologia ; ecologia trófica ","0"
"história política",1,"AREA"," história ","0"
"história política da bahia",1,"AREA"," história ; história do brasil república ","0"
"história regional",1,"AREA"," história ","0"
"história regional do brasil",1,"AREA"," história ","0"
"história regional do brasil",1,"AREA"," história ; estudos étnicos e africanos ","0"
"história regional do brasil",1,"AREA"," história ; formação de professores ","0"
"história regional do brasil",1,"AREA"," história ; história do brasil república ","0"
"história regional do brasil",1,"AREA"," história ; história latino-americana ","0"
"historias",96,"BOOK","0","historias"
"historias",226,"BOOK_CHAPTER","0","historias"
"histórias",1,"PATENT","0","historias"
"histórias",82,"ABSTRACT","0","historias"
"histórias",120,"ARTICLE","0","historias"
"histórias",120,"SPEAKER","0","historias"
"histórias",2995,"BOOK","0","historias"
"histórias",5324,"BOOK_CHAPTER","0","historias"
"históriasde",21,"BOOK_CHAPTER","0","historiasde"
"história social",1,"AREA"," história ; história do brasil colônia ","0"
"história social",1,"AREA"," história ; história do brasil república ","0"
"história social",1,"AREA"," história ; história regional do brasil ","0"
"história social do trabalho",1,"AREA"," história ","0"
"história social do trabalho",1,"AREA"," história ; história do trabalho docente ","0"
"história, teorias e sistemas em psicologia",1,"AREA"," psicologia ","0"
"história urbana",1,"AREA"," história ; história social do trabalho ","0"
"história urbana",1,"AREA"," planejamento urbano e regional ; história regional do brasil ","0"
"histórica",85,"ABSTRACT","0","historica"
"histórica",119,"SPEAKER","0","historica"
"histórica",123,"ARTICLE","0","historica"
"histórica",613,"BOOK","0","historica"
"histórica",3223,"BOOK_CHAPTER","0","historica"
"historical",31,"ARTICLE","0","historical"
"historical",118,"BOOK_CHAPTER","0","historical"
"historicamente",135,"BOOK_CHAPTER","0","historicamente"
"históricas",8,"ABSTRACT","0","historicas"
"históricas",21,"SPEAKER","0","historicas"
"históricas",28,"ARTICLE","0","historicas"
"históricas",184,"BOOK","0","historicas"
"históricas",1007,"BOOK_CHAPTER","0","historicas"
"historicidade",8,"ARTICLE","0","historicidade"
"historicidade",225,"BOOK_CHAPTER","0","historicidade"
"historicismo",37,"BOOK_CHAPTER","0","historicismo"
"historico",76,"BOOK_CHAPTER","0","historico"
"histórico",47,"ABSTRACT","0","historico"
"histórico",65,"SPEAKER","0","historico"
"histórico",186,"ARTICLE","0","historico"
"histórico",881,"BOOK","0","historico"
"histórico",5700,"BOOK_CHAPTER","0","historico"
"històrico",22,"BOOK_CHAPTER","0","historico"
"históricocrítica",39,"BOOK_CHAPTER","0","historicocritica"
"históricodialético",21,"BOOK_CHAPTER","0","historicodialetico"
"históricos",24,"ABSTRACT","0","historicos"
"históricos",47,"ARTICLE","0","historicos"
"históricos",115,"SPEAKER","0","historicos"
"históricos",258,"BOOK","0","historicos"
"históricos",2111,"BOOK_CHAPTER","0","historicos"
"histories",21,"BOOK_CHAPTER","0","histories"
"historinhas",37,"BOOK","0","historinhas"
"histórioco",38,"BOOK_CHAPTER","0","historioco"
"historiografia",25,"ARTICLE","0","historiografia"
"historiografia",39,"ABSTRACT","0","historiografia"
"historiografia",66,"SPEAKER","0","historiografia"
"historiografia",500,"BOOK","0","historiografia"
"historiografia",865,"BOOK_CHAPTER","0","historiografia"
"historiografia brasileira",1,"AREA"," história ; historiografia ","0"
"historiografia das ciências",1,"AREA"," história ","0"
"historiografia grega antiga",1,"AREA"," história ; história do brasil república ","0"
"historiográfica",74,"BOOK_CHAPTER","0","historiografica"
"historiografico",21,"BOOK","0","historiografico"
"historiografico",31,"BOOK_CHAPTER","0","historiografico"
"historiográfico",110,"BOOK","0","historiografico"
"historiográfico",187,"BOOK_CHAPTER","0","historiografico"
"historiográficos",38,"BOOK","0","historiograficos"
"historiográficos",59,"BOOK_CHAPTER","0","historiograficos"
"historische",38,"BOOK_CHAPTER","0","historische"
"history",14,"ABSTRACT","0","history"
"history",21,"SPEAKER","0","history"
"history",85,"ARTICLE","0","history"
"history",244,"BOOK_CHAPTER","0","history"
"histótica",21,"BOOK_CHAPTER","0","histotica"
"hitchcock",21,"BOOK_CHAPTER","0","hitchcock"
"hitrecord",38,"BOOK_CHAPTER","0","hitrecord"
"hmuy",13,"ARTICLE","0","hmuy"
"hmuy",76,"BOOK_CHAPTER","0","hmuy"
"hnows",38,"BOOK_CHAPTER","0","hnows"
"hobbes",158,"BOOK_CHAPTER","0","hobbes"
"hobsbawm",38,"BOOK","0","hobsbawm"
"hocquenghem",39,"BOOK_CHAPTER","0","hocquenghem"
"hodgkin",9,"ARTICLE","0","hodgkin"
"hodgson",38,"BOOK_CHAPTER","0","hodgson"
"hodierno",38,"BOOK_CHAPTER","0","hodierno"
"hogares",38,"BOOK_CHAPTER","0","hogares"
"hoje",20,"ARTICLE","0","hoje"
"hoje",27,"ABSTRACT","0","hoje"
"hoje",49,"SPEAKER","0","hoje"
"hoje",230,"BOOK","0","hoje"
"hoje",352,"BOOK_CHAPTER","0","hoje"
"holandês",11,"ARTICLE","0","holandes"
"holandesa",10,"ARTICLE","0","holandesa"
"holandesa",38,"BOOK_CHAPTER","0","holandesa"
"hölderlin",21,"BOOK_CHAPTER","0","holderlin"
"holdings",22,"BOOK_CHAPTER","0","holdings"
"holismo",77,"BOOK_CHAPTER","0","holismo"
"holistica",38,"BOOK","0","holistica"
"holística",11,"ABSTRACT","0","holistica"
"holística",127,"BOOK","0","holistica"
"holly",20,"BOOK_CHAPTER","0","holly"
"hollywood",38,"BOOK_CHAPTER","0","hollywood"
"hollywoodiano",39,"BOOK_CHAPTER","0","hollywoodiano"
"holoceno",75,"BOOK_CHAPTER","0","holoceno"
"holograma",43,"BOOK_CHAPTER","0","holograma"
"holonic",76,"BOOK_CHAPTER","0","holonic"
"holstein",18,"ARTICLE","0","holstein"
"holywoodiano",37,"BOOK","0","holywoodiano"
"homalinotus",1,"PATENT","0","homalinotus"
"hombre",38,"BOOK_CHAPTER","0","hombre"
"hombres",38,"BOOK_CHAPTER","0","hombres"
"home",37,"BOOK_CHAPTER","0","home"
"home",45,"ARTICLE","0","home"
"homeless",11,"ARTICLE","0","homeless"
"homelessness",20,"BOOK_CHAPTER","0","homelessness"
"homem",10,"ABSTRACT","0","homem"
"homem",31,"SPEAKER","0","homem"
"homem",88,"ARTICLE","0","homem"
"homem",500,"BOOK","0","homem"
"homem",1515,"BOOK_CHAPTER","0","homem"
"homenageado",9,"ABSTRACT","0","homenageado"
"homenageiam",58,"BOOK","0","homenageiam"
"homenagem",82,"SPEAKER","0","homenagem"
"homenagem",205,"BOOK_CHAPTER","0","homenagem"
"homenagem",936,"BOOK","0","homenagem"
"homenagens",69,"BOOK_CHAPTER","0","homenagens"
"homenagerm",21,"BOOK","0","homenagerm"
"homenaje",38,"BOOK","0","homenaje"
"homenegam",37,"BOOK","0","homenegam"
"homens",10,"SPEAKER","0","homens"
"homens",109,"ARTICLE","0","homens"
"homens",228,"BOOK","0","homens"
"homens",1602,"BOOK_CHAPTER","0","homens"
"homeopatia",1,"AREA"," medicina ","0"
"homeopatia",9,"ARTICLE","0","homeopatia"
"homeopatia",10,"SPEAKER","0","homeopatia"
"homero",75,"BOOK_CHAPTER","0","homero"
"homessexualidade",76,"BOOK_CHAPTER","0","homessexualidade"
"homicida",21,"BOOK_CHAPTER","0","homicida"
"homicídio",21,"BOOK_CHAPTER","0","homicidio"
"homicídio",104,"BOOK","0","homicidio"
"homicidios",36,"BOOK_CHAPTER","0","homicidios"
"homicídios",14,"ARTICLE","0","homicidios"
"homicídios",319,"BOOK_CHAPTER","0","homicidios"
"homilético",39,"BOOK_CHAPTER","0","homiletico"
"homme",69,"BOOK_CHAPTER","0","homme"
"hommes",38,"BOOK","0","hommes"
"hommes",38,"BOOK_CHAPTER","0","hommes"
"homo",114,"BOOK_CHAPTER","0","homo"
"homoafetiva",38,"BOOK_CHAPTER","0","homoafetiva"
"homoafetivas",39,"BOOK_CHAPTER","0","homoafetivas"
"homoafetividade",21,"BOOK","0","homoafetividade"
"homoafetivo",59,"BOOK_CHAPTER","0","homoafetivo"
"homoafetivos",59,"BOOK_CHAPTER","0","homoafetivos"
"homocultura",10,"SPEAKER","0","homocultura"
"homocultura",38,"BOOK","0","homocultura"
"homoculturais",37,"BOOK","0","homoculturais"
"homoculturais",66,"BOOK_CHAPTER","0","homoculturais"
"homocultural",37,"BOOK_CHAPTER","0","homocultural"
"homoerótica",38,"BOOK_CHAPTER","0","homoerotica"
"homoeróticas",112,"BOOK_CHAPTER","0","homoeroticas"
"homoeróticos",37,"BOOK_CHAPTER","0","homoeroticos"
"homoerotismo",38,"BOOK_CHAPTER","0","homoerotismo"
"homoerotismo",75,"BOOK","0","homoerotismo"
"homofobia",12,"ARTICLE","0","homofobia"
"homofobia",22,"SPEAKER","0","homofobia"
"homofobia",38,"BOOK","0","homofobia"
"homofobia",522,"BOOK_CHAPTER","0","homofobia"
"homofóbico",38,"BOOK_CHAPTER","0","homofobico"
"homofóbicos",38,"BOOK_CHAPTER","0","homofobicos"
"homogênea",38,"BOOK_CHAPTER","0","homogenea"
"homogêneas",58,"BOOK_CHAPTER","0","homogeneas"
"homogeneidade",38,"BOOK_CHAPTER","0","homogeneidade"
"homogeneity",8,"ARTICLE","0","homogeneity"
"homogeneização",76,"BOOK_CHAPTER","0","homogeneizacao"
"homogêneo",38,"BOOK_CHAPTER","0","homogeneo"
"homologação",21,"BOOK_CHAPTER","0","homologacao"
"homologia",67,"BOOK_CHAPTER","0","homologia"
"homology",8,"ARTICLE","0","homology"
"homópteros",21,"BOOK_CHAPTER","0","homopteros"
"homosexualidad",37,"BOOK_CHAPTER","0","homosexualidad"
"homosexualidades",21,"BOOK_CHAPTER","0","homosexualidades"
"homossexuais",20,"BOOK","0","homossexuais"
"homossexuais",233,"BOOK_CHAPTER","0","homossexuais"
"homossexual",210,"BOOK_CHAPTER","0","homossexual"
"homossexualidade",9,"ARTICLE","0","homossexualidade"
"homossexualidade",21,"BOOK","0","homossexualidade"
"homossexualidade",246,"BOOK_CHAPTER","0","homossexualidade"
"homossexualidades",38,"BOOK","0","homossexualidades"
"homossexualidades",114,"BOOK_CHAPTER","0","homossexualidades"
"homossexualização",38,"BOOK_CHAPTER","0","homossexualizacao"
"hondurensis",8,"ARTICLE","0","hondurensis"
"honestas",39,"BOOK_CHAPTER","0","honestas"
"honesto",30,"BOOK_CHAPTER","0","honesto"
"honey",47,"ARTICLE","0","honey"
"honeys",13,"ARTICLE","0","honeys"
"honnethianos",21,"BOOK","0","honnethianos"
"honor",60,"BOOK_CHAPTER","0","honor"
"honoratos",38,"BOOK_CHAPTER","0","honoratos"
"honorina",38,"BOOK_CHAPTER","0","honorina"
"honório",37,"BOOK_CHAPTER","0","honorio"
"honra",51,"BOOK_CHAPTER","0","honra"
"honra",75,"BOOK","0","honra"
"honrado",37,"BOOK","0","honrado"
"honrados",37,"BOOK","0","honrados"
"honrosa",16,"ABSTRACT","0","honrosa"
"honwana",38,"BOOK_CHAPTER","0","honwana"
"hood",43,"BOOK_CHAPTER","0","hood"
"hooerótica",20,"BOOK_CHAPTER","0","hooerotica"
"hooh",43,"BOOK_CHAPTER","0","hooh"
"hook",37,"BOOK_CHAPTER","0","hook"
"hoplias",16,"ARTICLE","0","hoplias"
"hoplias",38,"BOOK_CHAPTER","0","hoplias"
"hora",23,"ARTICLE","0","hora"
"horária",10,"ABSTRACT","0","horaria"
"horária",10,"SPEAKER","0","horaria"
"horas",19,"SPEAKER","0","horas"
"horas",23,"ABSTRACT","0","horas"
"horas",76,"BOOK_CHAPTER","0","horas"
"horas",115,"BOOK","0","horas"
"horizontal",19,"ARTICLE","0","horizontal"
"horizontal",42,"BOOK_CHAPTER","0","horizontal"
"horizontalidade",38,"BOOK_CHAPTER","0","horizontalidade"
"horizontalizada",30,"BOOK_CHAPTER","0","horizontalizada"
"horizonte",9,"SPEAKER","0","horizonte"
"horizonte",21,"ARTICLE","0","horizonte"
"horizonte",37,"ABSTRACT","0","horizonte"
"horizonte",72,"BOOK","0","horizonte"
"horizonte",279,"BOOK_CHAPTER","0","horizonte"
"horizontes",26,"SPEAKER","0","horizontes"
"horizontes",290,"BOOK_CHAPTER","0","horizontes"
"horizontes",343,"BOOK","0","horizontes"
"horizontina",19,"BOOK_CHAPTER","0","horizontina"
"horkheimer",38,"BOOK_CHAPTER","0","horkheimer"
"hormigas",135,"BOOK_CHAPTER","0","hormigas"
"hormigueros",38,"BOOK_CHAPTER","0","hormigueros"
"hormonais",8,"ARTICLE","0","hormonais"
"hormonais",38,"BOOK_CHAPTER","0","hormonais"
"hormonal",13,"ARTICLE","0","hormonal"
"hormonal",39,"BOOK_CHAPTER","0","hormonal"
"hormone",9,"ARTICLE","0","hormone"
"hormone",60,"BOOK_CHAPTER","0","hormone"
"hormônio",1,"PATENT","0","hormonio"
"hormônios",20,"BOOK_CHAPTER","0","hormonios"
"horoscópo",38,"BOOK_CHAPTER","0","horoscopo"
"horóscopos",20,"BOOK_CHAPTER","0","horoscopos"
"horríficas",21,"BOOK","0","horrificas"
"horror",38,"BOOK","0","horror"
"horror",199,"BOOK_CHAPTER","0","horror"
"horrorífico",21,"BOOK","0","horrorifico"
"horta",20,"ARTICLE","0","horta"
"horta",77,"BOOK","0","horta"
"horta",303,"BOOK_CHAPTER","0","horta"
"hortaliças",1,"PATENT","0","hortalicas"
"hortaliças",10,"ARTICLE","0","hortalicas"
"hortaliças",13,"ABSTRACT","0","hortalicas"
"hortaliças",152,"BOOK_CHAPTER","0","hortalicas"
"hortas",9,"BOOK_CHAPTER","0","hortas"
"hortas",38,"BOOK","0","hortas"
"hortícola",38,"BOOK_CHAPTER","0","horticola"
"horticultura",27,"ABSTRACT","0","horticultura"
"horticultura",77,"BOOK_CHAPTER","0","horticultura"
"horto",75,"BOOK_CHAPTER","0","horto"
"hospedeira",1,"PATENT","0","hospedeira"
"hospedeiras",94,"BOOK_CHAPTER","0","hospedeiras"
"hospedeiros",8,"ARTICLE","0","hospedeiros"
"hospedeiros",30,"BOOK_CHAPTER","0","hospedeiros"
"hospice",76,"BOOK_CHAPTER","0","hospice"
"hospitais",16,"ABSTRACT","0","hospitais"
"hospitais",20,"BOOK","0","hospitais"
"hospitais",23,"ARTICLE","0","hospitais"
"hospitais",250,"BOOK_CHAPTER","0","hospitais"
"hospital",152,"BOOK","0","hospital"
"hospital",178,"SPEAKER","0","hospital"
"hospital",245,"ARTICLE","0","hospital"
"hospital",395,"ABSTRACT","0","hospital"
"hospital",757,"BOOK_CHAPTER","0","hospital"
"hospitalar",73,"SPEAKER","0","hospitalar"
"hospitalar",108,"ARTICLE","0","hospitalar"
"hospitalar",135,"ABSTRACT","0","hospitalar"
"hospitalar",329,"BOOK","0","hospitalar"
"hospitalar",2175,"BOOK_CHAPTER","0","hospitalar"
"hospitalares",1,"PATENT","0","hospitalares"
"hospitalares",10,"SPEAKER","0","hospitalares"
"hospitalares",30,"ARTICLE","0","hospitalares"
"hospitalares",38,"BOOK","0","hospitalares"
"hospitalares",405,"BOOK_CHAPTER","0","hospitalares"
"hospitalat",21,"BOOK_CHAPTER","0","hospitalat"
"hospitalidade",38,"BOOK_CHAPTER","0","hospitalidade"
"hospitalização",15,"ARTICLE","0","hospitalizacao"
"hospitalização",37,"BOOK_CHAPTER","0","hospitalizacao"
"hospitalizada",14,"ARTICLE","0","hospitalizada"
"hospitalizada",43,"BOOK","0","hospitalizada"
"hospitalizada",353,"BOOK_CHAPTER","0","hospitalizada"
"hospitalizadas",35,"ARTICLE","0","hospitalizadas"
"hospitalizadas",71,"BOOK","0","hospitalizadas"
"hospitalizadas",142,"BOOK_CHAPTER","0","hospitalizadas"
"hospitalizado",100,"BOOK","0","hospitalizado"
"hospitalizado",114,"BOOK_CHAPTER","0","hospitalizado"
"hospitalizados",39,"BOOK_CHAPTER","0","hospitalizados"
"hospitalizados",47,"ARTICLE","0","hospitalizados"
"hospitalization",9,"ARTICLE","0","hospitalization"
"hospitalization",30,"BOOK_CHAPTER","0","hospitalization"
"hospitalized",23,"ARTICLE","0","hospitalized"
"hospitalocêntrica",74,"BOOK_CHAPTER","0","hospitalocentrica"
"hospitals",9,"ARTICLE","0","hospitals"
"hospitals",38,"BOOK_CHAPTER","0","hospitals"
"host",39,"BOOK_CHAPTER","0","host"
"host",48,"ARTICLE","0","host"
"hosted",36,"BOOK_CHAPTER","0","hosted"
"hostil",38,"BOOK_CHAPTER","0","hostil"
"hosts",12,"ARTICLE","0","hosts"
"hótéis",38,"BOOK_CHAPTER","0","hoteis"
"hotel",191,"BOOK_CHAPTER","0","hotel"
"hotelaria",13,"SPEAKER","0","hotelaria"
"hotelaria",22,"ABSTRACT","0","hotelaria"
"hotelaria",77,"BOOK_CHAPTER","0","hotelaria"
"hoteleira",39,"BOOK","0","hoteleira"
"hoteleiras",38,"BOOK","0","hoteleiras"
"hoteleiras",38,"BOOK_CHAPTER","0","hoteleiras"
"hoteleiros",113,"BOOK_CHAPTER","0","hoteleiros"
"hoteli",39,"BOOK_CHAPTER","0","hoteli"
"hotels",39,"BOOK_CHAPTER","0","hotels"
"hotmail",11,"ABSTRACT","0","hotmail"
"hotspot",34,"ARTICLE","0","hotspot"
"hour",57,"BOOK","0","hour"
"hour",57,"BOOK_CHAPTER","0","hour"
"hours",8,"ARTICLE","0","hours"
"hplc",35,"ARTICLE","0","hplc"
"hqforismos",78,"BOOK_CHAPTER","0","hqforismos"
"htlv",38,"BOOK","0","htlv"
"htlv",92,"ARTICLE","0","htlv"
"htlv",239,"BOOK_CHAPTER","0","htlv"
"http",9,"ARTICLE","0","http"
"http",37,"BOOK","0","http"
"http",38,"BOOK_CHAPTER","0","http"
"http",39,"ABSTRACT","0","http"
"https",9,"ARTICLE","0","https"
"https",125,"ABSTRACT","0","https"
"hubble",30,"BOOK_CHAPTER","0","hubble"
"huda da silva santiago",1,"NAME","0","0"
"huerto",38,"BOOK_CHAPTER","0","huerto"
"hugo",21,"BOOK","0","hugo"
"hugo",97,"BOOK_CHAPTER","0","hugo"
"hugo neves brandao",1,"NAME","0","0"
"hugo saba pereira cardoso",1,"NAME","0","0"
"humaine",21,"BOOK_CHAPTER","0","humaine"
"humaitá",234,"BOOK_CHAPTER","0","humaita"
"human",1,"PATENT","0","human"
"human",23,"SPEAKER","0","human"
"human",40,"BOOK","0","human"
"human",344,"ARTICLE","0","human"
"human",533,"BOOK_CHAPTER","0","human"
"humana",1,"PATENT","0","humana"
"humana",149,"ARTICLE","0","humana"
"humana",177,"SPEAKER","0","humana"
"humana",319,"ABSTRACT","0","humana"
"humana",1660,"BOOK","0","humana"
"humana",3801,"BOOK_CHAPTER","0","humana"
"humanas",36,"ARTICLE","0","humanas"
"humanas",155,"SPEAKER","0","humanas"
"humanas",385,"ABSTRACT","0","humanas"
"humanas",480,"BOOK_CHAPTER","0","humanas"
"humanas",754,"BOOK","0","humanas"
"humanidade",15,"SPEAKER","0","humanidade"
"humanidade",149,"BOOK","0","humanidade"
"humanidade",227,"BOOK_CHAPTER","0","humanidade"
"humanidades",9,"ARTICLE","0","humanidades"
"humanidades",93,"SPEAKER","0","humanidades"
"humanidades",135,"ABSTRACT","0","humanidades"
"humanidades",523,"BOOK_CHAPTER","0","humanidades"
"humanidades",567,"BOOK","0","humanidades"
"humanismo",211,"BOOK_CHAPTER","0","humanismo"
"humanismos",38,"BOOK_CHAPTER","0","humanismos"
"humanista",8,"ABSTRACT","0","humanista"
"humanista",242,"BOOK_CHAPTER","0","humanista"
"humanística",114,"BOOK_CHAPTER","0","humanistica"
"humanístico",8,"SPEAKER","0","humanistico"
"humanísticopedagógica",34,"BOOK_CHAPTER","0","humanisticopedagogica"
"humanitária",39,"BOOK_CHAPTER","0","humanitaria"
"humanitárias",76,"BOOK_CHAPTER","0","humanitarias"
"humanitário",38,"BOOK_CHAPTER","0","humanitario"
"humanität",21,"BOOK_CHAPTER","0","humanitat"
"humanitaten",38,"BOOK","0","humanitaten"
"humanité",37,"BOOK_CHAPTER","0","humanite"
"humanização",18,"ABSTRACT","0","humanizacao"
"humanização",20,"ARTICLE","0","humanizacao"
"humanização",32,"SPEAKER","0","humanizacao"
"humanização",499,"BOOK_CHAPTER","0","humanizacao"
"humanizada",38,"BOOK","0","humanizada"
"humanizada",119,"BOOK_CHAPTER","0","humanizada"
"humanizado",37,"BOOK_CHAPTER","0","humanizado"
"humanizadora",175,"BOOK_CHAPTER","0","humanizadora"
"humanizar",58,"BOOK_CHAPTER","0","humanizar"
"humano",56,"SPEAKER","0","humano"
"humano",91,"ARTICLE","0","humano"
"humano",106,"ABSTRACT","0","humano"
"humano",535,"BOOK","0","humano"
"humano",1828,"BOOK_CHAPTER","0","humano"
"humanoid",230,"BOOK","0","humanoid"
"humanos",1,"PATENT","0","humanos"
"humanos",142,"ARTICLE","0","humanos"
"humanos",294,"ABSTRACT","0","humanos"
"humanos",516,"SPEAKER","0","humanos"
